is_fraud,id
1,bbc6b44c-dc69-47f0-8466-4063f14315de
1,eeb99024-9901-49a1-91d6-2a40db7d843e
1,75335a2b-6e1d-4d00-9fe0-b57556828b9c
1,e549e5d7-6f22-4991-a1ce-f27f77ea0f42
1,1c0b90dc-64c1-4948-961c-07f3df7c3e21
1,f087937e-5fec-41cb-aa36-bb29144457da
1,77d11be8-ce8b-42fc-8ac5-950d1930ddb0
1,f7daf948-60fd-4cb5-a7b8-822660ff6fbe
1,de5c77ca-ec89-43cf-834a-008a934d0ef3
1,b7e9d0ea-3d11-42e3-ac39-55090840086e
1,b306413d-b03c-45bd-b84f-d1467f1050e7
1,a37bc46a-7ab9-4dec-9eb4-3f334945be2a
1,45f2c2dc-af1e-40c9-907b-05dac5b65125
1,1fc514c7-0b7e-4b49-8cd0-fb6fb4091fb3
1,f151caa5-4064-4041-987d-db7d7dd71bc5
1,68be4cb8-e3e5-48a8-be34-692e89988189
1,f6b1ef13-9399-46b1-943a-6a3472ed7cd5
1,9d4fc7a7-fbc4-4ade-95a4-d48c42a27521
1,042d5c09-67db-43df-bcdb-e4d814565ebd
1,70f012b7-e0ad-4661-8e2d-e7ae8bd32130
1,a2877365-af1f-4bc3-9c55-e42bc0f58b3c
1,e23f0bd2-4698-4874-b0e8-44c9a3b0a81d
1,8d882fe2-ea44-46ec-b3eb-adc8e9ef8648
1,2bc15597-12d6-448a-a9ed-eb668eaf849b
1,092cb179-70b7-4c4e-98ae-2378f372ca23
1,6f0faba8-7d4e-4344-821c-91af1da1c99a
1,91693f45-6de3-4ba4-bdf3-d98116257208
1,a1563b19-12e5-400f-b1ab-707703062dd6
1,18e6b651-8f6c-4536-8ca7-588ab19a78be
1,42cc6fe0-2f60-4985-b3f8-06aa31c364e3
1,532de1de-30c7-4ecb-970f-f2c1d3ebdbd7
1,7f5469b5-fa8b-4a46-8b13-46a6492516d5
1,0586cc27-5808-44b2-941b-1f46765dc118
1,eec145ea-66c0-43a2-bba2-45c4662197b3
1,50aa4fbb-df6e-402d-bf48-46659b4eda62
1,a6378a3b-1a70-4118-9921-3524eb0e8f65
1,3dfb7b4c-95c5-458a-8599-582c54f77ccf
1,a67e38cf-203c-400d-aef5-a2e34d63a6b5
1,119d63cf-5388-4beb-8f1f-386283b7ef8d
1,c032ca93-3027-47ed-965c-03c408084f9e
1,fc35ca07-6a1c-4a85-9265-7973083292b8
1,627d5480-a728-4c2f-a1f6-50ca1f80d64f
1,03c1f0d7-6379-4c2f-b786-4bd7fe3680cb
1,da023915-b92e-40fe-8419-2a74bdaa9feb
1,325f8b60-1ac9-405b-a150-335a48989625
1,17d178a6-e7c6-4a8e-aba1-2aa5dbd530a3
1,a9446368-5057-4522-ae7b-5410f4480d20
1,861485de-e38f-4737-9cd6-583d1942bc62
1,f8b2520c-6508-44d9-bd44-1d5a4560229c
1,e8693db1-0fd3-474c-a6a2-20aeb75312d8
1,98c00e9e-3a4d-40bd-a290-65350c6713dd
1,22197cbe-eac7-4f46-a52c-1fbfc1ee25ab
1,5eb00048-a65e-4b62-8ea2-4b01c99ccaa8
1,cadd356d-01fa-4d61-912f-4c96e10f67be
1,92789f5a-63cb-45b3-b8fb-d3677603d32b
1,9a8ac37c-ca47-4b7c-8361-86a55d9f5001
1,1e39a59d-6f1f-4a9f-be4e-7c71d415a198
1,e818b808-e2fb-412b-9fc8-367b93354d51
1,4de550f4-38b7-45fb-baa6-73ed91ecff94
1,8ee04aa0-2689-4b3c-9701-660788d8b1c3
1,b6a95d0f-9a67-4463-a188-8044553d96d8
1,1fd95c18-28cc-4247-8bc0-caa2ba8fe3cf
1,5ff44aad-50ef-4cf7-89d8-478443c5116f
1,8b498231-9c01-45e0-b5c8-d707837de73d
1,b952a294-abf5-4b10-9c3e-24ad48848644
1,b63b2ee8-9e09-4bb7-86a3-3dad489caecb
1,9c8ade09-66a4-47ad-a45d-547b3e7ae77a
1,98c642bb-dcb8-4605-9826-47af8f553fa4
1,06df6573-91bd-4938-a8be-a015d7033521
1,a1b92a36-dafd-4d1d-ae42-7881ce24b323
1,20548edf-a61e-424d-920d-2fdbedb87e9d
1,d79b818a-59a3-4e4f-95f2-0bfb16112332
1,d10b395f-3d11-4019-bd24-100fbed38840
1,1c375c52-48ea-47c0-8dc2-4a6304ecebf9
1,c1927ff5-2a47-4b05-ba9a-8755630232dd
1,7d1d23e5-7b96-4dca-bc7b-b17f6aa05bde
1,01dcc419-32ad-4534-97c7-11bd2bb1517d
1,f9ecd6b3-160d-48bf-ae41-817010f61449
1,69873fc3-f19e-4844-9003-b7cc254a4843
1,23a60c3e-bf72-41ad-9ab0-63103891e39d
1,5029248b-252f-46a8-8342-dfb65240d28f
1,9115b98f-c1f8-480e-8d16-bcacff890956
1,746301f6-089e-4416-8b47-34d103d29a71
1,6c82e0d3-4f03-44bd-bf0a-bd61a6e67ac3
1,33227d33-c80e-4988-a003-6fbe407d9019
1,2921a8e8-8a89-4e41-a15f-046f662c31c4
1,7e535695-21ec-4c13-a293-ff39d4fc295e
1,6e4266b3-2771-41d5-99dd-78310e258a3c
1,e02c0eee-6304-4a30-b53b-dee574d05837
1,ba6cc5cc-bf0f-4ebd-acdd-c3d9ed19bf23
1,e5261b67-baa1-4df9-8753-fb5b5930b786
1,c0ac8563-d90d-443d-aa9d-683547c3a4cd
1,564de07a-8ecd-4ff1-84bf-05cb176db078
1,a7169cbe-e5fd-4fc7-a19c-b3053ca1d93b
1,e46265f4-fb04-475a-af00-8890dcc95064
1,42fbf246-bd9c-4701-87aa-f45b29a53ba7
1,389c0795-1520-41c7-bd5e-c51a4040e2af
1,2ba05734-6fbd-4aad-ade6-379a1bc84786
1,efbe2eb5-55d8-45db-b6db-9c0f41459c14
1,2bbcbef5-bbf8-4769-af21-a89058d8da41
1,66287911-2135-416b-a3f7-574b9cbafae3
1,027df034-87a0-4deb-a3f1-455bceebb60c
1,5233bfe7-c5c4-4574-ac3e-e56371257469
1,68560cb8-bf15-45ca-a395-df879e10877a
1,b53d577c-ec5d-4175-9a60-06e951a328b1
1,617dfc93-1fdc-453d-bb82-ce560ad041ba
1,41fd9870-59ae-45f8-bb33-e05474290f0e
1,621f33bd-8d1e-4cdc-a9e0-a1b3e7a39929
1,ddfc723e-e44e-4c4f-95eb-4b7d9965c93d
1,f434853e-dac7-4def-b1e3-81d7d3dcf727
1,0190a64a-a8c6-466e-b883-a3f8c7d64253
1,b6115e42-e6f2-4fbb-847d-0c05d22932bc
1,e8ee5cff-2bcd-44bb-bc19-f143066e6ce8
1,1fc8a0cf-528a-4522-8443-a59586a9fd44
1,7a69a33c-010c-4b9a-8e74-d3c2eed3f725
1,0d7aaa43-fdf5-4211-a346-81f5c4206047
1,d3fde00b-a4d9-411c-8ebd-6cb5d235ba68
1,c63f2146-2962-45e7-b8b3-c7ee12c780ca
1,5daabf4b-3d22-48e1-a057-5676a75b9676
1,a4d8cc0f-e5b5-4d5c-bb8a-dc1602c59305
1,56487a9a-e41e-4135-89c3-5c8d972e82d1
1,9f871785-d912-4860-8311-17416f3ebc31
1,a83c3f86-27da-4243-beda-ab4501e72a10
1,32594e13-e7d1-4c5a-af48-d5c3de625bb6
1,54756a93-6fd0-4b4f-8c6e-738bba60df48
1,da270edb-b123-43bf-8e6c-4be00c9c44bf
1,5aef61e4-35cb-4a2d-add8-700e8ca94c04
1,36fd4b00-e65d-42e2-b0e0-c933c1d27a20
1,fe8bc7fb-4bf3-4fe8-a80c-20f52f901621
1,4f175de8-adb8-4a12-b8dc-853a6ac260e7
1,30e7850c-f1bc-4ef2-b8ab-8f2af413b778
1,bd00c8b7-18ed-4dde-95c7-cad1e11790ba
1,ed4bcbfa-4c65-4c66-82cc-02790f424132
1,ccaceb2a-9d0a-4550-a9e6-a685f4debe4f
