is_fraud,id
1,adc9ce91-e5a8-4687-95ff-0c8740146366
1,1a396577-1a73-4aef-b1fd-b61048669af5
1,e0be509b-68a9-4d13-8dfa-4035906e1eaa
1,f25c6eca-1a4a-490b-bb0c-77a8a884f95e
1,22e26b04-cb3a-4e57-a6de-c12c56800eb9
1,86b59f45-576c-40e7-9049-75ebd7a1af76
1,b0a5bf01-1bd0-43c4-9a7a-43e380ce1ac1
1,9b6aae9c-0db6-4acc-9e38-2d1634dd59d4
1,eeae4881-67af-41a5-befa-8fec0e7b8ca1
1,bc02d8a8-f2b6-4340-98aa-49d946d774b0
1,1ab6a5a5-b76b-48ea-a6f6-70c3a79d2258
1,b9f644ed-92f3-4cf4-bbd1-a84f137d2d25
1,7bcf3830-c3cf-4521-a0ec-55ee8534e987
1,82a1a7cc-2c3c-4704-8679-5f41ed09c5b7
1,c97b6c10-51e9-4847-b684-b7fd7a62cef9
1,e834bbe2-a291-435d-ac38-39af99a56d1e
1,6e20464c-afff-41ca-820c-b7834280e82b
1,cf8db0c9-2119-4e69-9f9c-6f1d564efebc
1,d624e8c2-fa20-4153-9c94-05fc8fc43c95
1,538c2c7d-c1a7-4bb9-a9fe-17b21019b83a
1,78f179f6-af4c-455e-8eaa-1d69ed7e4e19
1,0c4d5465-9ce3-4afd-bd1d-2435280b8401
1,81ebc05e-afde-49ad-9482-79bdcebdd573
1,ed5ec4a0-bb3a-41cd-8a14-a3dd9cc8ed27
1,73497fbe-6bb4-4253-a0f0-2e2ce60b2ce1
1,903c7757-c170-403a-9b57-be6287eaa9f2
1,7b9e2643-edff-4d43-b388-273d00f82ab0
1,ca8ec47e-2db3-4eed-8112-a1c11a1af606
1,e155beab-0656-423b-a6e4-7946ee4aea48
1,a1ceb260-631e-4459-a512-cc58ad496a0e
1,c1b40a8d-c09c-4585-add6-1e8837eabd62
1,76050b9b-391a-4ed4-9943-a8650f24d2fd
1,e56e8355-66f1-42d6-95a9-e64e22d4966f
1,1e0842b5-a635-46dd-92cd-cbaecf2065b8
1,2f9f5730-f163-4271-83ed-9446318c57f9
1,0143be93-7fce-41de-ae52-4cdd8a8186a7
1,21e416d6-6870-44a9-a32b-26d66bb50dd3
1,8c092e40-2131-458e-a921-210837dad47c
1,72db3a73-43d3-4d68-8ded-78661543e9a6
1,f660803d-751e-4593-b05a-6fa105a34d7b
1,c43b2b0c-4b1a-40db-b154-f5e43e2312d2
1,695d70c4-d77b-44a8-85c4-5ba4bbc383f7
1,0a798ff4-8718-4874-a53a-e583e53de9fd
1,03b488fc-e019-400b-8abb-31433016d4c4
1,c71776b6-e285-44f0-b652-e3f2a68bdf20
1,82f31feb-c6ed-4404-9f6c-cadca96a6640
1,dbc9b82f-2979-40f8-8754-75b33918b24c
1,c3cb690a-d3c7-4b7b-9c15-be96e0da6512
1,24e14bb0-b708-45ea-9ce1-71eb9827ea5d
1,e96e3a4d-c173-43d5-b4d6-db0b1d727eea
1,9afd7146-e46b-43d2-a75a-68f12e8f7e78
1,d32a0a3e-9856-4f38-bd8b-1e1bce43b82b
1,8be39b56-3943-4002-b0a4-af9a1607131f
1,cd78fb08-7c33-435d-87aa-59aa4526834c
1,587cb777-a3f9-4ad3-b8dc-f10ffeae53d0
1,25e16e80-3a70-46fa-a442-39375ba1ebfe
1,db257c0f-ea0e-4209-9ab8-91ccfee12c05
1,b9e5c111-277d-4826-ae63-3fb710e32c50
1,178705d9-4ba2-4e92-8ac3-89862ec63e49
1,c958a3b0-abd5-424f-9395-ca8aebc58949
1,3c649292-6308-4287-9a7a-238d7dfd9f64
1,326b58fa-4106-456f-a954-a0de544e49dc
1,f8595b64-9bd7-431d-acfc-dddf961a8b12
1,8130270c-e589-42e2-9cb9-ac40bba96911
1,2b0c9b6d-8530-4eb7-a456-20da0afac8d9
1,a7583df6-5c04-41b7-8c70-d6ba5514a65d
1,98ceada6-cc13-44ca-a359-797366911d01
1,7a430c25-e576-4bed-9fb1-e98fd19fc3ce
1,672698e8-f98a-43e1-818b-3233077b5630
1,4009261e-5939-4f08-b1e0-1b87b46b7862
1,9630582f-ec4e-463b-b63d-a6c13446015b
1,c7b8110a-0559-4719-8003-187b6c13e658
1,f4d6ddf9-c0c4-41ee-ac41-14831d1bdaed
1,c14a1b53-1e54-4f51-809e-c5addc2ebbe5
1,9e261f89-211b-414d-993a-8801c4935806
1,20c75a24-2b02-4ff9-9e45-b3ce1c2e27e6
1,b1ea7172-a7d4-441a-bd37-8a0a076c8b58
1,129397d3-d365-4312-a743-6cd2de7cea0d
1,a678dbfe-b4c6-4db3-a677-abb79fafe56d
1,64401fb8-2b1e-49d8-b9b1-47172c56fb1c
1,07596d63-2314-43a6-85a5-4df74270002e
1,1f21aa1e-19c7-4c32-a08c-f42ab5157c2b
1,a10879d8-0bb4-4e21-8620-75890af07838
1,2c7d0dfa-e440-4a3f-aa47-fed56b23133f
1,84bd8fbf-8ecf-42bf-8f42-2ee6d56fea11
1,ec505629-0ef3-40b5-ada4-94564d4dbb9f
1,5c57da99-2600-4471-9a08-f4c989bb39cb
1,f20c450b-5a7d-4668-989f-857c6fba90e5
1,64bbf4fe-9b89-4c41-bfad-52ebcfcbdfc8
1,8ff3010d-4008-44ce-b044-3175a8841481
1,9dfd6abe-5822-47bd-95aa-f3d36ead8fd1
1,b348e5a4-e26a-41be-a439-bee47b8e448c
1,869dc2d8-30fa-427d-82f2-6c7e2daa6adc
1,b033c17d-0a71-44d1-b115-968b33d66a44
1,1804028f-d55a-4d1f-b85a-2c89878b7cbc
1,22098eb9-ce79-478e-88bf-8c010273289e
1,66084271-0c8f-441d-a1f7-9be138cc0d9a
1,e90c6d08-ba90-4476-9349-fbaf0a1af4d0
1,c0f68605-920d-4f3d-96b5-a0f2aaf993a4
1,0afeed68-e0b0-4dfc-a897-1747f9e98f6f
1,7a790864-3647-4f8a-9068-ca5a678b01d6
1,61f13c57-8d77-453c-8358-277b97ee021e
1,382cadd9-fb6a-43ad-aca6-175ba2cb1ec6
1,c1241456-a891-4476-8fd8-6162619ea1bb
1,79f947e7-4767-495f-ad6c-52129401666d
1,24740355-6856-482a-8667-a8828596a6ff
1,3debdc83-1b02-4eca-a452-b59646ccaaf1
1,cdbf4911-991c-4a20-8ff6-f2a0ffd7c463
1,7b691a5a-ea3e-4bfb-9d20-0f664da8d825
1,4ca6d2cf-5af0-4355-8fe3-6aa95f5e7adb
1,5a8d6172-ccc9-4f8f-9630-7d1e930b6c8d
1,109e4edc-82bb-4599-9837-20fb836c7234
1,a4835f30-29ce-4520-ba5b-944c0e8a260d
1,1e1d2094-c38c-4fb7-9b90-fcfc42c4a605
1,e536e11d-516f-4e68-aea5-6a695efeebfe
1,bfe3fa3b-b291-46a0-a645-e5beaddb5bd1
1,10a2439b-e43e-4e00-b450-0e4e6846bfcb
1,6d15f611-2b78-4401-8025-4c096e566acc
1,c2b710c8-72a9-4e67-884e-a637c020d3ed
1,75c1c31c-ae21-465a-a6d6-b852ac714c18
1,12c08915-591c-4bc3-8a25-739ca7c42daa
1,e35070c8-32d1-4257-9684-c9d8c2234d58
1,944bad2c-7186-41c1-a7ac-91c3f4114865
1,c52b6a1b-9422-48ba-bab7-c70acbccba2d
1,a8aaa8c9-72dc-4183-b1f1-5fc3e99f0d75
1,781a9163-8d64-4315-a236-7d13fd4d14f4
1,8c2c8539-dd1f-4cf8-8316-e19e056a5a63
1,c5f16e9a-62ef-4e4d-92fa-a4d58867a48c
1,ce825c30-068e-47cd-95d3-474b40ba2857
1,56ff3409-e4f4-4846-9c8f-1dfc2a9b4586
1,03894064-1986-4ce0-a15d-0bf60f0326e4
1,0a11007f-a0fc-4055-906a-c4d9b5d22b4d
1,95d5bf6f-576a-4644-8ccb-51307e31d578
1,d6897677-534a-42a5-94a3-0bf7fe481c76
1,13cfc667-a672-4aca-8038-f1b48c026516
1,3277ff9b-f115-4b2b-8a45-f2780685108e
1,afc4a71b-0ab3-4d78-a6fe-3b1aa82f0a80
1,3025fbb2-0cd4-46f2-aa2d-a819f4f0fcef
1,ce4be9ff-b719-4b50-9e83-0fe251dbc7eb
1,4b047c22-eb88-48e4-b268-9f15a06c4f46
1,5d56dd6c-c794-4085-8c24-d964f22cc552
1,edefd0c0-b18d-4193-94a8-f645a2596d09
1,06577f5c-9837-4782-96b1-34ef59413576
1,a2181a97-5069-4241-8db5-09f2c58cfbe9
1,3756911e-84d9-45ad-a64e-f71460e75ad2
1,5cd2e2e7-67b3-4dcb-98b8-889cd79d0d19
1,7e7efc76-e192-4e4d-9c37-febc6da4c5ea
1,1a72ec32-d781-45b8-8fc6-fde1b3f77d59
1,8ed6cb05-05db-48ca-922a-ec4dca2ed78d
1,e4117a7e-24d8-4681-b072-010876a6b650
1,e7b81f70-e430-4252-9edd-13f50a5488e4
1,0695e792-2978-42cf-9efa-04ad63890d26
1,32866f9f-7f9d-4ec2-bba9-79964129b728
